skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Épître		skos:Concept						
Épître dédicatoire		skos:Concept						EP346069
Épître liminaire		skos:Concept						EP346070
Épopée		skos:Concept				Poésie épique		EP346071
Ésotérisme		skos:Concept						EP346072
Esprit-Saint		skos:Concept						PMB1331
Esquisse d'oeuvre		skos:Concept				Genèse d'une oeuvre		EP345909
Essai		skos:Concept						PMB23414
Estampe		skos:Concept						EP346073
Esthétique	L'esthétique a pour objet la doctrine du beau, du sublime, du goût et du jugement dans les arts: elle est exactement la philosophie des arts. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1332
Étendue	C'est la distance plus ou moins considérable qu'il y a entre le son le plus grave et le plus aigu, ou la somme de tous les sons propres à une voix ou à un instrument, compris entre les deux extrêmes. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Ethnomusicologie		skos:Concept						PMB22589
Étiquette		skos:Concept						
Étouffement		skos:Concept						
Étude		skos:Concept						PMB23543
Étude analytique		skos:Concept						PMB23281
Eucharistie		skos:Concept					Adoramus te Christe, Audite gentes, Cantus dent uberes, Cantemus domino, canticum laudis, Cantemus Domino in hoc enim amoris sacramento, Christe Jesu, Deitas hostia sancta Deitas, Descendite accurite volate, Ecce Panis angelorum, Homo quidam	PMB1333
Évangéliaire		skos:Concept						
Évangile		skos:Concept						
Éventail		skos:Concept						EP346075
Exaltation de la croix		skos:Concept						
Exécution	L'action d'exécuter une pièce de musique. Il s'agit de l'interprétation concrète d’une œuvre musicale, impliquant la mise en œuvre des éléments notés (rythme, mélodie, harmonie) mais aussi l’ajout d’ornementations, d’expressions dynamiques et de phrasés, selon les pratiques stylistiques de l’époque baroque.	skos:Concept						
Ex-libris		skos:Concept				Diffusion de la musique		EP345955
Exorde		skos:Concept						
Exotisme		skos:Concept						EP346077
Expression des affects		skos:Concept						EP346080;PMB1334
Expression des passions		skos:Concept						EP346081;PMB1335
Expression dramatique		skos:Concept						EP346085
Extrait de baptême		skos:Concept				Document d'archives		EP345993
Extraits		skos:Concept						PMB24530
Fable		skos:Concept						EP346086;PMB1336
Fable chantée		skos:Concept						PMB1337
Fabrication du papier		skos:Concept						
Fabriquant de papier		skos:Concept						
Face		skos:Concept						
Facsimilé		skos:Concept						
Facteur de clavecins		skos:Concept				Facteur d'instruments		EP346090;PMB1341
Facteur de pianos		skos:Concept				Facteur d'instruments		EP346091;PMB1342
Facteur d'instruments		skos:Concept						EP346088;PMB1338
Facteur d'instruments à vent		skos:Concept				Facteur d'instruments		EP346092;PMB1339
Facteur d'orgues		skos:Concept				Facteur d'instruments		EP346093;PMB1340
Factum		skos:Concept						
Facture d'instrument		skos:Concept						EP346104;PMB1343
Facture d'instrument à cordes		skos:Concept						EP346096
Facture d'instrument à percussion		skos:Concept						
Facture d'instrument à vent		skos:Concept						EP346108
Facture d'orgue		skos:Concept				Facture d'instrument à vent		EP346111
Fagotto		skos:Concept						
Fanfare		skos:Concept				Pièce instrumentale		EP346569;PMB1344
Fantaisie		skos:Concept				Pièce instrumentale		EP346570;PMB1345
Fantaisie lyrique		skos:Concept						PMB1346
Fantastique (musique)		skos:Concept				Merveilleux		EP346774
Farce		skos:Concept				Comédie		EP346935
Fausse relation		skos:Concept						
Fausset		skos:Concept						PMB24548
Faux-bourdon		skos:Concept				Plain-chant		EP346639;PMB1347
Feinte		skos:Concept						
Femme compositeur		skos:Concept						
Femme et danse		skos:Concept						PMB22997
Femme et musique		skos:Concept						PMB22995
Femme et société		skos:Concept						PMB22996
Femme musicien		skos:Concept						EP346123
Ferme générale		skos:Concept						PMB23437
Festin		skos:Concept						
Fête		skos:Concept						EP346125;PMB1348
Fête de saint		skos:Concept						EP346132;PMB1349
Fête des rois		skos:Concept						
Fête-Dieu		skos:Concept						EP346133
Fête du Corps et du Sang de Jésus		skos:Concept						
Fête liturgique		skos:Concept						PMB1350
Fête populaire		skos:Concept						EP346134
Fête publique		skos:Concept				Fête		EP346129
Fête religieuse		skos:Concept						PMB1351
Fête révolutionnaire		skos:Concept				Fête		EP346130
Fête royale		skos:Concept				Fête		EP346131
Feu d'artifice		skos:Concept						EP346135
Feutre		skos:Concept						
Fifre		skos:Concept						
Figuralisme		skos:Concept				Figure rhétorique		EP346137
Figurant		skos:Concept						
Figure de danse		skos:Concept				Chorégraphie		EP345921
Figure de gradation		skos:Concept						
Figure de répétition		skos:Concept						
Figure d'hypotypose		skos:Concept						
Figure harmonique		skos:Concept						
Figure mélodique		skos:Concept						
Figure rhétorique		skos:Concept						EP346136
Figure rythmique		skos:Concept				Mètre		EP345711
Filigrane		skos:Concept						PMB1352
Finale		skos:Concept						
Fioriture		skos:Concept						
Flageolet		skos:Concept						PMB1353
Flatté		skos:Concept						
Flûte	De forme droite (dite flûte à bec) ou traversière (traverso), la flûte est une des grandes spécialités françaises à l'époque baroque, avec des fabricants réputés à travers l'Europe entière.	skos:Concept						PMB1354
Flûte à bec		skos:Concept	Flûte d'Angleterre##Flûte douce##Flûte droite					PMB1355
Flûte à plusieurs tuyaux		skos:Concept						
Flûte allemande		skos:Concept	Traverso##Flûte traversière baroque	Flûte d'allemagne##Flûte d'Allemagne##Flute d'allemagne				
Flûte rustique		skos:Concept						
Flûte traversière		skos:Concept						
Flûtiste	Musicien qui joue de la flûte.	skos:Concept				Instrumentiste		EP346449;PMB1356
Foi		skos:Concept						PMB22819
Foire		skos:Concept						EP346143
Folia		skos:Concept						
Folie		skos:Concept						EP346145
Folie d'Espagne		skos:Concept				Air à danser		EP345742
Folio		skos:Concept						PMB23362
Folklore		skos:Concept						PMB1357
Follia		skos:Concept						
Fonction politique de la musique		skos:Concept						
Fonction sociale		skos:Concept				Vie sociale		EP347054
Fondeur de cloches		skos:Concept						
Fonds musical		skos:Concept				Bibliothèque		EP345811;PMB1358
Forlane		skos:Concept				Air à danser		EP345743
Format du papier		skos:Concept				Papier		EP345962
Formation musicale		skos:Concept						EP346147;PMB22376
Forme binaire		skos:Concept				Forme musicale		EP346153
Forme da capo		skos:Concept				Forme musicale		EP346154
Forme menuet		skos:Concept						
Forme musicale		skos:Concept						EP346148
Forme poétique		skos:Concept						EP346163
Forme rondeau		skos:Concept				Forme musicale		EP346155
Forme rondo-sonate		skos:Concept						
Forme sonate		skos:Concept				Forme musicale		EP346156
Forme strophique		skos:Concept				Forme musicale		EP346157
Forme ternaire		skos:Concept				Forme musicale		EP346158
Forme variation		skos:Concept				Forme musicale		EP346159
Fourniture	Jeu d'orgues qui entre dans la composition du plein jeu, et qui est composé de plusieurs tuyaux d'un son aigu accordés à la quinte, à l'octave, à la tierce et à la double octave du son principal avec des redoublements. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Fragment d'oeuvre lyrique		skos:Concept				Musique de théâtre		EP346516
Fragment du commun de la messe		skos:Concept						
Fragment d'une pièce de théâtre		skos:Concept						
Français		skos:Concept						PMB23438
Franc-maçonnerie		skos:Concept						EP346167;PMB1359
Fréquence d'un son		skos:Concept						
Fréquentation du public		skos:Concept						
Frettage		skos:Concept						
Frette		skos:Concept						EP346172
Fricassée		skos:Concept						
Fricassée littéraire		skos:Concept						
Frontispice		skos:Concept				Diffusion de la musique		EP447096
Frottole		skos:Concept						PMB22635
Fugue		skos:Concept						PMB1360
Fugue instrumentale		skos:Concept				Pièce instrumentale		EP346571;PMB1361
Fugue perpétuelle		skos:Concept						
Fugue renversée		skos:Concept						
Funérailles		skos:Concept				Cérémonie profane		EP345844;PMB1362
Gage		skos:Concept						
Gaillarde		skos:Concept				Air à danser		EP345744
Galanterie		skos:Concept						EP346175
Gallicanisme		skos:Concept				Catholicisme		EP345863
Gambiste	Musicien qui joue de la viole de gambe.	skos:Concept				Instrumentiste		EP346450
Gamme		skos:Concept				Échelle		EP346001
Gamme pythagoricienne		skos:Concept						
Garnier, Joseph-François		skos:Concept						PMB23120
Gavotte		skos:Concept				Air à danser		EP345745
Gazette		skos:Concept						PMB1363
Généalogie		skos:Concept						EP346178;PMB23467
Genèse d'un genre		skos:Concept				Création d'oeuvre		EP346179
Genèse d'une oeuvre		skos:Concept				Création d'oeuvre		EP345908
Genre et musique		skos:Concept						PMB22994
Geste		skos:Concept						EP346180;PMB23480
Gestion des spectacles		skos:Concept				Organisation des spectacles		EP347021
Gestuelle		skos:Concept				Chorégraphie		EP345922;PMB1364
Gigue		skos:Concept				Air à danser		EP345746
Gigue anglaise		skos:Concept						
Gloria		skos:Concept						
Glotte		skos:Concept						
Goût		skos:Concept						PMB22908
Goût du public		skos:Concept				Goût musical		EP346182
Goût français		skos:Concept				Goût musical		EP346183
Goût italien		skos:Concept				Goût musical		EP346184
Goût musical		skos:Concept						EP346181
Graduel		skos:Concept						PMB1365
Graduel chant		skos:Concept						
Graduel livre		skos:Concept				Livre liturgique		EP346364
Grand-chantre	Dignité du premier chantre d'une cathédrale. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Grand-choeur		skos:Concept				Choeur		EP345858
Grand-choeur instrumental		skos:Concept						EP346185
Grand motet		skos:Concept				Motet		EP346635;PMB1458
Grand plein jeu		skos:Concept						
Graveur de musique		skos:Concept				Marchand de musique		EP346389;PMB1366
Gravure		skos:Concept				Typographie		EP345973;PMB23449
Gravure musicale		skos:Concept						PMB23204
Plain-chant	Chant dont on se sert à l'Eglise, quand le Choeur et le peuple chantent à l'unisson, ou tous ensemble d'une même manière. La différence qu'il y a du plein chant avec les autres chant, c'est d'être divisé en parties égales. Dans les vieux livres d'Eglise on ne faisait point de notes plus longues les unes que les autres. Depuis quelque temps on y a mis des notes longues et brèves, mais c'est seulement pour marquer les accents. (Furetière, Antoine (1701). Dictionnaire universel...)	skos:Concept	Chant grégorien					EP346186;PMB1367;EP346638;PMB22991
Grotesque		skos:Concept						
Ground		skos:Concept						
Gruppeto		skos:Concept						
Guide		skos:Concept						
Guidon		skos:Concept						
Guitare		skos:Concept						PMB1368
Guitare allemande		skos:Concept						EP346189
Guitariste	Musicien qui joue de la guitare.	skos:Concept				Instrumentiste		EP346451
Gymel		skos:Concept						PMB22645
Harmonica de verre		skos:Concept						PMB23225
Harmonie	Association de notes ou d'accords formant une cohésion sonore.	skos:Concept				Écriture musicale		EP346028;PMB1369
Harmoniques (sons)	Espèce singulière de sons qu'on tire de certains insruments, tels que le violon, la viole, le violoncelle, par un mouvement particulier de la main et de l'archet, qu'on approche davantage du chevalet, et en posant légèrement la main sur certaines divisions de la corde. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Harmonisation de l'orgue	Terme de facteur d'orgue. On entend par harmonie, dans la confection des divers jeux de l'orgue, la qualité de sons qui convient à chaque jeu. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Harpe		skos:Concept						PMB1370
Harpiste	Musicien qui joue de la harpe.	skos:Concept				Instrumentiste		EP346452
Haut-dessus (voix)		skos:Concept						
Hautbois	Instrument à vent et anche double, le hautbois est le descendant de la bombarde et de la chalémie, et s'utilise aussi bien en plein air qu'en intérieur.	skos:Concept						PMB1371
Hautbois d'amour		skos:Concept						
Hautboïste		skos:Concept				Instrumentiste		EP346453
Haute-contre (voix)		skos:Concept				Chanteur		EP346437;PMB1372
Haute-taille (voix)		skos:Concept						
Hauteur d'un son		skos:Concept				Son		EP345666
Hémiole		skos:Concept				Mètre		EP345716
Herr gott lass dich erbarmen		skos:Concept						PMB23094
Hexacorde	Instrument à six cordes, ou système composé de six tons, tel que l'hexacorde de Guido d'Arezzo. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Échelle		EP346002
Hiérodrame		skos:Concept				Histoire sacrée		EP346628;PMB1373
Hiérodrame littéraire		skos:Concept						
Hiéroglyphe musical		skos:Concept						PMB23270
Histoire		skos:Concept						PMB23408
Histoire de la danse		skos:Concept						
Histoire de la littérature		skos:Concept						
Histoire de la musique		skos:Concept						
Histoire des institutions		skos:Concept						
Histoire du théâtre		skos:Concept						
Histoire religieuse		skos:Concept						
Histoire sacrée		skos:Concept				Musique vocale		EP346627;PMB1374
Historicus		skos:Concept						
Historien de la musique		skos:Concept						EP346191
Historiographie		skos:Concept						EP346192
Historiographie musicale		skos:Concept						EP346193;PMB1375
Histrion		skos:Concept						
Homophonie	Technique d'écriture vocale correspondant à la prononciation simultanée des voix d'un texte chanté.	skos:Concept				Écriture musicale		EP346038
Horloge		skos:Concept						
Huguenot		skos:Concept						PMB23483
Huissier avertisseur des ballets		skos:Concept						EP346195
Huit tons de l'église		skos:Concept				Mode		EP346005
Huitain		skos:Concept						
Humanisme		skos:Concept						EP346196
Hymne		skos:Concept						EP346197;PMB1376
Hymne à la Vierge Marie		skos:Concept						PMB1377
Hymne à Marie		skos:Concept				Séquence		EP346198
Hymne au Saint-Esprit		skos:Concept						PMB1378
Hymne au Saint-Sacrement		skos:Concept					Adoro Te Devote, [Pange lingua, Verbum caro, Tantum ergo], Ave Verum, O Salutaris Hostia, Verbum supernum prodiens,  [Sacris solemnis, Panis angelicus]	PMB1379
Hymne en langue vulgaire		skos:Concept						
Hymne instrumental		skos:Concept						PMB1380
Hymne paraphrasé		skos:Concept						
Hymne patriotique		skos:Concept						
Hymne profane		skos:Concept						
Hymne républicain		skos:Concept						
Hymne révolutionnaire		skos:Concept						EP346204
Iambe		skos:Concept						
Iconographie		skos:Concept						PMB1381
Idylle		skos:Concept				Poésie pastorale		EP346763;PMB1382
Idylle dramatique		skos:Concept						
Idylle héroïque		skos:Concept						
Illustration		skos:Concept						EP346205
Imitation		skos:Concept						PMB1383
Imitation de la nature		skos:Concept						EP346206
Imitation des anciens		skos:Concept						EP346210
Imitation renversée		skos:Concept						
Immaculée conception	Croyance chrétienne selon laquelle la Vierge Marie a été conçue sans être marquée par le péché originel, en vertu d’une grâce divine particulière.	skos:Concept	Conception de la Vierge Marie##dogme marial##8 décembre##Marie conçue sans péché				Ce dogme a été proclamé par le pape Pie IX en 1854. Il ne doit pas être confondu avec la conception virginale de Jésus. La fête liturgique de l’Immaculée Conception est célébrée le 8 décembre. Cette doctrine souligne le rôle unique de Marie dans l’histoire du salut, et sa place centrale dans la théologie mariale.	PMB1262
Imprimerie		skos:Concept				Typographie		EP345974;PMB22883
Imprimeur de musique		skos:Concept				Marchand de musique		EP346390
Imprimeur du roi		skos:Concept				Imprimeur de musique		EP346391
Impromptu		skos:Concept						
Improvisation	C'est [le fait de] composer et exécuter impromptu un morceau de musique. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346211;PMB1384
Index		skos:Concept						PMB23446
Indication de caractère		skos:Concept						EP346213
Indication de mouvement		skos:Concept				Agogique		EP345709;PMB1385
Indication métronomique		skos:Concept						
Influence allemande		skos:Concept						EP346215
Influence anglaise		skos:Concept				Influence étrangère en France		EP346220
Influence autrichienne		skos:Concept				Influence étrangère en France		EP346221
Influence de Lully		skos:Concept				Influence stylistique		EP346217
Influence de Rameau		skos:Concept				Influence stylistique		EP346218
Influence du pouvoir politique sur la musique		skos:Concept				Vie musicale		EP347014
Influence espagnole		skos:Concept				Influence étrangère en France		EP346222
Influence étrangère en France		skos:Concept				Influence stylistique		EP346219;PMB24556
Influence française à l'étranger		skos:Concept				Influence stylistique		EP346225;PMB24558
Influence française en Allemagne		skos:Concept				Influence française à l'étranger		EP346226
Influence française en Italie		skos:Concept				Influence française à l'étranger		EP346227
Influence germanique		skos:Concept				Influence étrangère en France		EP346223
Influence italienne		skos:Concept				Influence stylistique		EP346224
Influence stylistique		skos:Concept						EP346216
Institution		skos:Concept						PMB23105
Instrument à archet		skos:Concept						PMB1386
Instrument à clavier		skos:Concept				Instrument de musique		EP346238;PMB1387
Instrument à cordes		skos:Concept				Instrument de musique		EP346239;PMB1388
Instrument à cordes frappées		skos:Concept				Instrument à cordes		EP346240;PMB1389
Instrument à cordes frottées		skos:Concept				Instrument à cordes		EP346245;PMB1390
Instrument à cordes pincées		skos:Concept				Instrument à cordes		EP346260;PMB1391
Instrument à percussion		skos:Concept				Instrument de musique		EP346279;PMB1392
Instrument à vent		skos:Concept				Instrument de musique		EP346285;PMB1393
Instrument à vent en bois		skos:Concept				Instrument à vent		EP346290;PMB1394
Instrument à vent en cuivre		skos:Concept				Instrument à vent		EP346310;PMB1395
Instrument de mesure		skos:Concept						EP346228
Instrument de musique		skos:Concept						EP346235;PMB1396
Instrument soliste		skos:Concept				Instrument de musique		EP346320
Instrumentation		skos:Concept				Effectif		EP346054
Instrumentiste	Musicien qui se livre à la culture d'un ou plusieurs instruments. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Musicien		EP346441;PMB1398
Instruments de musique		skos:Concept						PMB22844
Insurrection		skos:Concept						PMB23420
Intensité d'un son		skos:Concept				Son		EP345669
Intermède	Petite pièce, souvent instrumentale, parfois vocale, pouvant être jouée dans l'entre-deux scènes, lors d'un changement de plateau, ou à tout autre moment. L'intermède peut être complètement indépendant de l'action en cours.	skos:Concept				Fragment d'oeuvre lyrique		EP346521;PMB1399
Intervalle superflu		skos:Concept						
Interprétation		skos:Concept						EP346323;PMB1400
Interprétation dramatique		skos:Concept				Action dramatique		EP345702
Interprète		skos:Concept						EP346324
Intervalle		skos:Concept				Harmonie		EP346031;PMB1401
Intervalle augmenté	L'intervalle naturel qui sépare deux notes étant altéré par un dièse ou un bémol, on dit qu'il est augmenté quand le signe qui l'altère augmente cet intervalle naturel. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Intervalle diminué	Lorsque l'intervalle naturel qui sépare deux notes est altéré par un dièse, un bémol ou un bécarre, on dit qu'il est diminué quand le signe qui l'altère diminue son étendue naturelle. On donne spécialement ce nom aux intervalles mineurs dont l'étendue naturelle est diminuée. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Intervalle juste		skos:Concept						
Intervalle majeur		skos:Concept						
Intervalle mineur		skos:Concept						
Intervalle mixte		skos:Concept						
Intonation	Action d'entonner.	skos:Concept				Technique instrumentale		EP346920;PMB1402
Introduction		skos:Concept						
Introït	Prières que le prêtre dit aussitôt qu'il est monté à l'autel et qui sont chantées par le choeur au commencement des grandes messes en musique. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Inventaire après décès		skos:Concept				Acte notarié		EP345990
Inventaire de fonds		skos:Concept						EP346326
Inventaire de fonds musical		skos:Concept						
Inventeur d'instrument de musique		skos:Concept						EP346327
Invention de la croix		skos:Concept						
Invention mécanique		skos:Concept						EP346116
Ivoire		skos:Concept						
Jacobites		skos:Concept						PMB23444
Saint Jacques le Majeur	La fête de saint Jacques le Majeur est célébrée le 25 juillet. Né à Bethsaïde, fils de Zébédée et de Salomé, frère de saint Jean l’Évangéliste, il fut pêcheur à Capharnaüm avant de devenir apôtre. Surnommé par Jésus « Fils du tonnerre » pour son caractère impétueux, il est considéré comme l’un des principaux apôtres de l’Église primitive. Il évangélisa l’Espagne en l’an 40, puis fut décapité à Jérusalem en 44 sur ordre d’Hérode Agrippa Ier. Son corps aurait été ramené en Galice, au « champ de l’étoile » (campus stellae), devenu Compostelle, où un sanctuaire lui fut dédié, lieu de pèlerinage célèbre. Patron de l’Espagne, des pèlerins, des chapeliers, des pharmaciens. Invoqué contre les rhumatismes. Il est représenté avec un bourdon et une coquille Saint-Jacques. Son nom vient de l’hébreu Ya’agobh (« celui qui supplante »).	skos:Concept	Saint Jacques##Jacques le Majeur##Fête de saint Jacques le Majeur##Fête de saint Jacques##Fête de saint Jacques le Majeur##Santiago##Saint Jacques de Compostelle##Saint Jacques apôtre##Saint Jacques fils de Zébédée					
Jacques le mineur		skos:Concept						
Jardin		skos:Concept						PMB1403
Jardinier		skos:Concept						PMB1404
Décollation de Saint Jean-baptiste (commémoration)		skos:Concept						
Jérémie		skos:Concept						PMB1405
Jermata		skos:Concept						
Jésuite		skos:Concept						PMB1406
Jeu de clairon		skos:Concept						
Jeu de cornet		skos:Concept						
Jeu de cromorne		skos:Concept						
Jeu de cymbale		skos:Concept						
Jeu de flûte		skos:Concept						
Jeu de foire		skos:Concept						
Jeu de prestant		skos:Concept						
Jeu de tierce		skos:Concept						
Jeu de voix humaine		skos:Concept						
Jeu en chamade		skos:Concept						
Jeu musical		skos:Concept						PMB1408
Jeudi		skos:Concept						
Jeudi saint		skos:Concept				Semaine sainte		EP346866
Jolie		skos:Concept						
Joueur de chalumeau		skos:Concept						
Joueur de cithare		skos:Concept						
Joueur de cornemuse		skos:Concept						
Joueur de cromorne		skos:Concept						
Joueur de fifre		skos:Concept						
Joueur de musette		skos:Concept				Instrumentiste		EP346454
Joueur de serpent		skos:Concept				Instrumentiste		EP346455
Joueur de tambour		skos:Concept				Instrumentiste		EP346456;PMB1409
Joueur de trompette		skos:Concept						PMB1410
Joueur de trompette marine		skos:Concept						
Jour des défunts		skos:Concept						
Jour des morts		skos:Concept						
Journal		skos:Concept						EP346328;PMB23442
Journal littéraire		skos:Concept						
Journaliste		skos:Concept						
Judith triomphante		skos:Concept	Juditha triumphans					PMB23596;PMB23597
Justesse		skos:Concept						
Kyrie		skos:Concept						
Lai		skos:Concept						
Laiton		skos:Concept						
Lamentations de Jérémie	Élégies que l'on chante dans la semaine sainte : trois le mercredi, trois le jeudi, et trois autres le vendredi. Ordinairement, en Italie sur tout, on les exécute en plain-chant avec accompagnement de viole, de violoncelle et de piano, ou bien en musique figurée à une seule voix, ou avec choeur, ou à plusieurs voix. Le même nom sert à indiquer les différentes compositions. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1412
Lamentations de Job		skos:Concept						PMB23198
Langage		skos:Concept						EP346333
Langue		skos:Concept						EP346334
Langue allemande		skos:Concept				Langue		EP346335
Langue espagnole		skos:Concept				Langue		EP346336
Langue française		skos:Concept				Langue		EP346337
Langue italienne		skos:Concept				Langue		EP346338
Langue latine		skos:Concept				Langue		EP346339
Langue régionale		skos:Concept				Langue		EP346340
Langueur		skos:Concept						
Larynx		skos:Concept						
Laudes	Office du matin dans la Liturgie des Heures, célébré à l’aube, composé de psaumes, de cantiques et de prières, en action de grâce pour le jour qui commence. Cet office est associé au levé du soleil.	skos:Concept	Office du matin				Office qui est souvent accompagné du chant du Benedictus.	
Fête de saint Laurent	aint Laurent, diacre de l’Église de Rome au IIIe siècle, fut le fidèle gardien des biens de l’Église auprès du pape saint Sixte II. En 257, lorsque l’empereur Valérien ordonna la persécution des chrétiens, il fut arrêté avec le pape et les autres diacres. Alors que ses compagnons furent rapidement exécutés, Laurent fut épargné dans l’espoir qu’il livrerait les trésors de l’Église. En réponse, il rassembla les pauvres, les malades, les boiteux et les aveugles, déclarant : « Voilà les trésors de l’Église. » Condamné à être brûlé vif sur un gril, il fit preuve d’un courage remarquable et d’un humour étonnant, lançant au bourreau : « C’est bien grillé de ce côté, tu peux retourner. » Il demeure l’un des martyrs les plus célèbres de la chrétienté.	skos:Concept	Saint Laurent##Laurent de Rome##Laurent martyr##Diacre Laurent##Laurent martyr de Rome##Saint Laurent diacre##Laurent saint##Saint Laurent de Rome\n					
Leçon	On désigne par ce mot tous les exercices qu'un maître prescrit à son élève, en lui enseignant à jouer d'un instrument de musique. Les morceaux de musique imprimés sous le titre de leçons ne sont autre chose qu'un moyen de rappeler à l'élève les instructions du maître. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Leçon de musique		skos:Concept						
Leçon de ténèbres		skos:Concept						EP346343;PMB1413
Leçon des morts		skos:Concept						
Leçon paraphrasée		skos:Concept				Cantique en français		EP347082
Lecture à livre ouvert		skos:Concept						
Lecture de la musique		skos:Concept						
Lecture liturgique		skos:Concept						
Legato	Quand ce mot se trouve en tête ou dans le courant d'un morceau de musique, il faut en lier les notes avec soin. S'il y a sempre legato, il faut conserver jusqu'à la fin le même genre d'exécution. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Phrasé		EP346738
Lettre		skos:Concept						
Lettre dédicatoire		skos:Concept						
Lettre en vers		skos:Concept						
Lettre liminaire		skos:Concept						
Lettre pastorale		skos:Concept						
Lettrine		skos:Concept						
Liaison		skos:Concept						
Libelle		skos:Concept						EP346348
Libertinage		skos:Concept						EP346349
Libraire musical		skos:Concept						EP346350
Librairie		skos:Concept						EP346351
Librairie musicale		skos:Concept				Librairie		EP346352;PMB1414
Librettiste	"Auteur du livret d'un opéra, appelé également ""poète""."	skos:Concept				Auteur		EP345784;PMB1415
Lied		skos:Concept						PMB1416
Ligature		skos:Concept						
Lira organizata		skos:Concept						PMB22539
Litanies	On désignait autrefois par ce mot le Kyrie eleison. Aujourd'hui encore les litanies commencent par le Kyrie eleison, mais comme on fait suivre les invocations en l'honneur de la Vierge, des saints, etc., on les appelle litanies de la Vierge, des saints, etc. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Prière		EP346786;PMB1417
Litanies de la Vierge Marie		skos:Concept						PMB1418
Littérature		skos:Concept						PMB1419
Littérature classique		skos:Concept						PMB22664
Littérature latine		skos:Concept						PMB24540
Liturgie		skos:Concept						PMB1420
Liturgie catholique		skos:Concept						EP346353
Liturgie de la vie religieuse		skos:Concept				Office liturgique		EP346683
Liturgie des morts		skos:Concept	rites funéraire##rites des défunts			Office liturgique		EP346686
Liturgie gallicane		skos:Concept						
Liturgie protestante		skos:Concept						
Livre		skos:Concept						
Livre de choeur		skos:Concept				Recueil		EP346821
Livre de messe		skos:Concept						
Livre d'orgue		skos:Concept				Recueil		EP346822
Livre liturgique		skos:Concept				Livre religieux		EP346360
Livre religieux		skos:Concept						EP346356
Livret	Désigne le poème imprimé d'un opéra.	skos:Concept						EP346369;PMB1421
Livret d'histoire sacrée		skos:Concept				Livret		EP346370
Location		skos:Concept						
Longue	C'était une note qui, dans la musique ancienne, valait quatre mesures ; dans le mode mineur parfait elle avait la valeur de trois brèves, et dans le mode mineur imparfait, de deux. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Louange		skos:Concept						
Loure	Nom que l'on donnait anciennement à une espèce de cornemuse. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Air à danser		EP345747
Louré		skos:Concept						
Fête de saint Luc		skos:Concept						
Lumière de tuyau		skos:Concept						
Lumières		skos:Concept						PMB1422
Lundi		skos:Concept						
Lundi de pâques		skos:Concept						
Luth	Lointain cousin de la guitare, le luth se caractérise par l'utilisation de plusieurs chœurs (doubles cordes accordées pareillement). Le luth existe sous différentes tailles et s'utilise aussi bien polyphoniquement que mélodiquement.	skos:Concept						PMB1423
Luth de basse		skos:Concept						
Luth théorbé		skos:Concept						
Lutherie		skos:Concept						EP346373;PMB1424
Luthier	Artiste qui fait des violons, des violes, des violoncelles, des contre-basses, des guitares. Ce nom signifie facteur de luths. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Facteur d'instruments		EP346094;PMB1425
